id,image_id,expression,use_negation,distractors,image_source,human_authored,token_count,stratum,D0_acc_iou_0.5,D0_iou,D0_pointing,D0_target_mass,A4_acc_iou_0.5,A4_iou,A4_pointing,A4_target_mass,S4_acc_iou_0.5,S4_iou,S4_pointing,S4_target_mass,A8_acc_iou_0.5,A8_iou,A8_pointing,A8_target_mass,A4_minus_S4,A8_minus_S4
refadv:22,refadv:22,person holding up a frisbee and not wearing a bag,True,4,coco_val2017,True,10,logical,0.0,0.24638962745666504,0.0,0.2822425067424774,0.0,0.026449093595147133,0.0,0.08320707082748413,0.0,0.068937748670578,0.0,0.140531525015831,0.0,0.01372081134468317,0.0,0.09491024166345596,0.0,0.0
refadv:23,refadv:23,the person partially obscured by the person in red shorts,False,5,coco_val2017,True,10,unclassified,0.0,0.02803477831184864,0.6666666865348816,0.054817523807287216,0.0,0.1258615106344223,1.0,0.14789550006389618,0.0,0.11040481925010681,0.6666666865348816,0.12820367515087128,0.0,0.12638723850250244,0.6666666865348816,0.1460379809141159,0.0,0.0
refadv:24,refadv:24,the second car behind the car with two open doors and in front of the blue car,False,5,coco_val2017,True,17,logical,0.0,0.05888628959655762,0.3333333432674408,0.04830780252814293,0.0,0.0,0.0,0.02779250405728817,0.0,0.0,0.0,0.026175031438469887,0.0,0.0,0.0,0.01648266799747944,0.0,0.0
refadv:25,refadv:25,the suitcase owned by a person holding food in hand,False,3,coco_val2017,True,10,relational,0.0,0.2931312322616577,0.3333333432674408,0.28929397463798523,1.0,0.5010483860969543,0.0,0.4128950536251068,1.0,0.5010483860969543,0.3333333432674408,0.41747626662254333,1.0,0.5010483860969543,0.0,0.41039371490478516,0.0,0.0
refadv:26,refadv:26,the bus right next to the bus with clearly different color from others,False,5,coco_val2017,True,13,relational,0.0,0.04513069987297058,0.0,0.08122105896472931,0.0,0.14330872893333435,0.3333333432674408,0.15184617042541504,0.0,0.22112959623336792,0.6666666865348816,0.21201656758785248,0.0,0.11341900378465652,0.0,0.12129149585962296,0.0,0.0
refadv:27,refadv:27,"the elephant ride by three persons, where two passengers are wearing blue and red top separately",False,5,coco_val2017,True,16,logical,0.0,0.02788488008081913,0.0,0.03635565936565399,0.0,0.0,0.0,0.012737967073917389,0.0,0.0,0.0,0.016220463439822197,0.0,0.0,0.0,0.015605747699737549,0.0,0.0
refadv:28,refadv:28,horse at left rear of the horse ride by a man wearing shirt,False,4,coco_val2017,True,13,absolute,0.0,0.0,0.0,0.012860305607318878,0.0,0.0,0.0,0.0005326581303961575,0.0,0.0,0.0,0.00047196540981531143,0.0,0.0,0.0,0.0005087837344035506,0.0,0.0
refadv:29,refadv:29,"the doll wearing a bow tie, and not in front of a book named monk",True,3,coco_val2017,True,15,logical,0.0,0.29854676127433777,0.3333333432674408,0.3211703896522522,0.0,0.2640962302684784,0.3333333432674408,0.31459105014801025,0.3333333432674408,0.3923838436603546,0.6666666865348816,0.3918544054031372,0.0,0.21896351873874664,0.3333333432674408,0.28339317440986633,-0.3333333432674408,-0.3333333432674408
refadv:30,refadv:30,the stack of chips that is neither red nor green,True,3,coco_val2017,True,10,logical,0.0,0.019280338659882545,0.0,0.008538600988686085,0.0,0.0,0.0,0.0014267506776377559,0.0,0.0,0.0,0.0010988363064825535,0.0,0.0,0.0,0.001354354084469378,0.0,0.0
refadv:31,refadv:31,"the surfboard that is neither yellow, blue, nor green",True,10,coco_val2017,True,9,logical,0.0,0.11727452278137207,0.0,0.09431815147399902,0.0,0.08887272328138351,0.6666666865348816,0.0978163480758667,0.0,0.15073838829994202,0.6666666865348816,0.15673299133777618,0.0,0.15533627569675446,0.6666666865348816,0.15770171582698822,0.0,0.0
refadv:32,refadv:32,the cake with a pair of white swan-like figures on it that is noticeably further apart from each other compared to other pairs,False,5,coco_val2017,True,24,logical,0.0,0.39184677600860596,1.0,0.34448686242103577,0.0,0.3305836021900177,0.6666666865348816,0.33106938004493713,0.0,0.33414146304130554,0.6666666865348816,0.3258441388607025,0.0,0.28523847460746765,0.3333333432674408,0.28403928875923157,0.0,0.0
refadv:33,refadv:33,the left cow among the two cows of the same color,False,5,coco_val2017,True,11,logical,0.0,0.013390769250690937,0.0,0.01965746469795704,0.0,0.008533641695976257,0.0,0.018240956589579582,0.0,0.0,0.0,0.010463853366672993,0.0,0.012258131988346577,0.0,0.021387455984950066,0.0,0.0
refadv:34,refadv:34,man sitting next to number 25 with his mouth open,False,5,coco_val2017,True,10,relational,0.0,0.10341233015060425,0.0,0.08498644828796387,0.0,0.0,0.0,0.03056292235851288,0.0,0.0,0.0,0.038096461445093155,0.0,0.0,0.0,0.04358527064323425,0.0,0.0
refadv:35,refadv:35,"keyboard not attached, but closer to monitor that is on",True,3,coco_val2017,True,10,logical,0.0,0.012819173745810986,0.0,0.01043857354670763,0.0,0.0,0.0,0.0019298992119729519,0.0,0.0016886937664821744,0.0,0.0031987165566533804,0.0,0.0,0.0,0.0011667590588331223,0.0,0.0
refadv:36,refadv:36,cow sticking out its tongue close to the camera and doesn't have brown skin,True,5,coco_val2017,True,14,logical,0.0,0.13970094919204712,0.0,0.14699141681194305,0.0,0.1759578436613083,0.0,0.238573357462883,0.0,0.12874867022037506,0.0,0.18580426275730133,0.0,0.14486443996429443,0.0,0.22022366523742676,0.0,0.0
refadv:37,refadv:37,the slice of watermelon behind the one that is being held,False,4,coco_val2017,True,11,relational,0.0,0.021016018465161324,0.0,0.024766162037849426,0.0,0.0023956664372235537,0.0,0.005730480421334505,0.0,0.001401190529577434,0.0,0.007038460578769445,0.0,0.008547118864953518,0.0,0.01068349089473486,0.0,0.0
refadv:38,refadv:38,the highest decoration on left wall that is not a mirror,True,5,coco_val2017,True,11,logical,0.0,0.007787346839904785,0.0,0.014060866087675095,0.0,0.010660259984433651,0.0,0.014293521642684937,0.0,0.012849420309066772,0.0,0.010964256711304188,0.0,0.0,0.0,0.005297743249684572,0.0,0.0
refadv:39,refadv:39,he kite on the left of english-flag kite,False,5,coco_val2017,True,9,relational,0.0,0.06789455562829971,1.0,0.11752575635910034,0.0,0.14274032413959503,0.6666666865348816,0.17617984116077423,0.0,0.21825015544891357,0.6666666865348816,0.2560206651687622,0.0,0.11196544021368027,0.6666666865348816,0.11838871240615845,0.0,0.0
refadv:40,refadv:40,the person not on the same side of the sofa as man with hat,True,4,coco_val2017,True,14,logical,0.0,0.017360493540763855,0.0,0.04480576887726784,0.0,0.005104942712932825,0.0,0.01719379983842373,0.0,0.0,0.0,0.008713405579328537,0.0,0.0150791360065341,0.0,0.021378615871071815,0.0,0.0
refadv:41,refadv:41,person who is on a two-wheel bicycle but not riding it,True,5,coco_val2017,True,12,logical,0.0,0.035615433007478714,0.0,0.025874823331832886,0.0,0.0,0.0,0.00612930441275239,0.0,0.0,0.0,0.0038601309061050415,0.0,0.0,0.0,0.004839233122766018,0.0,0.0
refadv:42,refadv:42,the cap of the portable stove,False,5,coco_val2017,True,6,direct,0.0,0.018785879015922546,0.0,0.026623660698533058,0.0,0.054045140743255615,0.0,0.033265601843595505,0.0,0.04082572087645531,0.0,0.024236522614955902,0.0,0.05657307431101799,0.0,0.04097037389874458,0.0,0.0
refadv:43,refadv:43,the man being looked at by the woman with a translucent veil,False,5,coco_val2017,True,12,unclassified,0.0,0.049223821610212326,0.0,0.05140063539147377,0.0,0.05261189863085747,0.0,0.0803174301981926,0.0,0.05638505890965462,0.3333333432674408,0.09092629700899124,0.0,0.0,0.0,0.06259448826313019,0.0,0.0
refadv:44,refadv:44,person sitting at 3 o'clock position,False,5,coco_val2017,True,6,logical,0.0,0.0419699102640152,0.0,0.12233682721853256,0.0,0.18224366009235382,0.3333333432674408,0.1742045134305954,0.0,0.15641866624355316,0.3333333432674408,0.20891739428043365,0.0,0.15320166945457458,0.3333333432674408,0.1746809035539627,0.0,0.0
refadv:45,refadv:45,a bowl whose exterior is neither red nor white,True,3,coco_val2017,True,9,logical,0.0,0.01281303633004427,1.0,0.027639240026474,0.0,0.026919374242424965,0.0,0.030881240963935852,0.0,0.03363889083266258,0.6666666865348816,0.042589325457811356,0.0,0.026637447997927666,0.3333333432674408,0.029281923547387123,0.0,0.0
refadv:46,refadv:46,the person wearing sneakers that are not blue,True,5,coco_val2017,True,8,logical,0.0,0.2116468995809555,0.6666666865348816,0.2225683182477951,0.0,0.21838481724262238,0.0,0.19928640127182007,0.0,0.23429594933986664,0.0,0.21092255413532257,0.0,0.25087085366249084,0.3333333432674408,0.2738313376903534,0.0,0.0
refadv:47,refadv:47,the bicycle being ridden by a person holding a dog leash,False,3,coco_val2017,True,11,relational,0.0,0.3624159097671509,1.0,0.3560086190700531,0.0,0.3498033285140991,1.0,0.469300240278244,0.0,0.38875851035118103,1.0,0.5042569637298584,0.0,0.34103038907051086,1.0,0.46339860558509827,0.0,0.0
refadv:48,refadv:48,"the cup mounted on the wall, located in the second row from the top, at the leftmost position",False,12,coco_val2017,True,18,logical,0.0,0.002468060702085495,0.0,0.0005580920842476189,0.0,0.0,0.0,0.00046311761252582073,0.0,0.0,0.0,0.00019954184244852513,0.0,0.0,0.0,0.00044314702972769737,0.0,0.0
refadv:49,refadv:49,the person in the car who is not sitting in the driver's seat,True,6,coco_val2017,True,13,logical,0.0,0.014477867633104324,0.0,0.01479731872677803,0.0,0.02285279892385006,0.0,0.017505774274468422,0.0,0.026751263067126274,0.0,0.019504504278302193,0.0,0.01496842596679926,0.3333333432674408,0.01694633439183235,0.0,0.0
refadv:50,refadv:50,the car to the left of the car with the dog,False,2,coco_val2017,True,11,relational,0.0,0.2737131416797638,1.0,0.48177018761634827,1.0,0.7169055938720703,1.0,0.6245725750923157,1.0,0.6875692009925842,1.0,0.6043651103973389,1.0,0.7169055938720703,1.0,0.6121726036071777,0.0,0.0
refadv:51,refadv:51,"the bicycle in the background, partially occluded by the person wearing a black shirt and white pants and the person wearing a black-and-white patterned shirt and shorts",False,10,coco_val2017,True,29,absolute,0.0,0.028265327215194702,0.0,0.027984777465462685,0.0,0.0,0.0,0.00391375320032239,0.0,0.0,0.0,0.0013276152312755585,0.0,0.0,0.0,0.001712203025817871,0.0,0.0
refadv:52,refadv:52,a red bowl on the top of the left cabinet,False,9,coco_val2017,True,10,unclassified,0.0,0.0009089349769055843,0.0,0.0008474872447550297,0.0,0.0009991902625188231,0.0,0.0010176185751333833,0.0,0.0,0.0,0.0004095629265066236,0.0,0.0006179041811265051,0.0,0.0008715127478353679,0.0,0.0
refadv:53,refadv:53,the chair not next to the refrigerator and closer to the fruit,True,2,coco_val2017,True,12,logical,0.0,0.04364295303821564,0.0,0.046080004423856735,0.0,0.12598812580108643,0.0,0.1102336049079895,0.0,0.12211156636476517,0.0,0.11771294474601746,0.0,0.12430829554796219,0.0,0.08518008142709732,0.0,0.0
refadv:54,refadv:54,the plant located between a yellow bottle and a blue bottle,False,3,coco_val2017,True,11,relational,0.0,0.016443684697151184,0.0,0.02068500407040119,0.0,0.03468489646911621,0.3333333432674408,0.04622751101851463,0.0,0.03267442062497139,0.0,0.0333755724132061,0.0,0.027836039662361145,0.0,0.04620930552482605,0.0,0.0
refadv:55,refadv:55,the plant that is neither hanging nor placed on a kitchen table,True,4,coco_val2017,True,12,logical,0.0,0.06142903491854668,0.0,0.04433135688304901,0.0,0.09232315421104431,0.0,0.0961511954665184,0.0,0.05624598264694214,0.0,0.08074229210615158,0.0,0.047858309000730515,0.0,0.08391007035970688,0.0,0.0
refadv:56,refadv:56,"the reddish cup at the center of a shelf level on the left wall, not the one on the level with many green glasses",True,7,coco_val2017,True,24,logical,0.0,0.0023707265499979258,0.0,0.0017014154000207782,0.0,0.0,0.0,0.0016380281886085868,0.0,0.0020249460358172655,0.0,0.002669215202331543,0.0,0.0,0.0,0.001765763503499329,0.0,0.0
refadv:57,refadv:57,the person in a figure which is on the left of monitor and has a non-white background,True,5,coco_val2017,True,18,relational,0.0,0.0020762511994689703,0.0,0.0029165763407945633,0.0,0.0,0.0,0.0008899643435142934,0.0,0.0,0.0,0.0006345399306155741,0.0,0.002041993895545602,0.0,0.0028537558391690254,0.0,0.0
refadv:58,refadv:58,a display screen that is not showing any content with red color,True,4,coco_val2017,True,12,logical,0.0,0.05403721705079079,0.6666666865348816,0.06045619770884514,0.0,0.0,0.0,0.028992729261517525,0.0,0.06966813653707504,0.3333333432674408,0.06922092288732529,0.0,0.04063495993614197,0.0,0.04620325192809105,0.0,0.0
refadv:59,refadv:59,the third chair from the left at the dining table,False,7,coco_val2017,True,10,logical,0.0,0.0,0.0,0.02534911036491394,0.0,0.0,0.0,0.025426343083381653,0.0,0.0,0.0,0.022013971582055092,0.0,0.0033238723408430815,0.0,0.03338715806603432,0.0,0.0
refadv:60,refadv:60,the second bicycle that is laying on top of the motorcycle,False,2,coco_val2017,True,11,logical,0.0,0.16663551330566406,0.6666666865348816,0.15889857709407806,0.0,0.16435809433460236,0.6666666865348816,0.13257433474063873,0.0,0.24134314060211182,1.0,0.19577042758464813,0.0,0.1996215432882309,1.0,0.1625557690858841,0.0,0.0
refadv:61,refadv:61,the car whose license plate number begins with a digit other than one,True,2,coco_val2017,True,13,relational,0.0,0.2217450886964798,0.3333333432674408,0.2537635862827301,0.0,0.03338010609149933,0.0,0.15220601856708527,0.0,0.13094457983970642,0.0,0.19539999961853027,0.0,0.031863827258348465,0.0,0.1284930258989334,0.0,0.0
refadv:62,refadv:62,the cup second to the left of the red tube,False,2,coco_val2017,True,10,logical,0.0,0.0,0.0,0.014016139321029186,0.0,0.051388323307037354,0.6666666865348816,0.11023515462875366,0.0,0.05095105245709419,0.3333333432674408,0.1051378846168518,0.0,0.03780554234981537,1.0,0.08660179376602173,0.0,0.0
refadv:63,refadv:63,the silver car facing the horse,False,3,coco_val2017,True,6,relational,0.0,0.0999133512377739,0.6666666865348816,0.09847643226385117,0.0,0.05080699548125267,0.3333333432674408,0.07584912329912186,0.0,0.05915522202849388,0.0,0.07181616872549057,0.0,0.03552046790719032,0.0,0.049705374985933304,0.0,0.0
refadv:64,refadv:64,the rider wearing neither a red nor a black helmet,True,5,coco_val2017,True,10,logical,0.0,0.05473654344677925,0.0,0.07394079118967056,0.0,0.043095797300338745,0.0,0.043386731296777725,0.0,0.0269818976521492,0.0,0.03956723213195801,0.0,0.026175223290920258,0.0,0.03950020298361778,0.0,0.0
refadv:65,refadv:65,the traffic light without an arrow on it and farther from the cow,True,3,coco_val2017,True,13,logical,0.0,0.01652047038078308,0.0,0.018077092245221138,0.0,0.00648888573050499,0.0,0.01442968100309372,0.0,0.01238787081092596,0.0,0.018678413704037666,0.0,0.005407404154539108,0.0,0.011907604523003101,0.0,0.0
refadv:66,refadv:66,the cow that is the second closest to the white cow,False,3,coco_val2017,True,11,logical,0.0,0.28030577301979065,0.3333333432674408,0.21193014085292816,0.0,0.27881595492362976,0.3333333432674408,0.17832453548908234,0.0,0.2933965027332306,0.0,0.17013759911060333,0.0,0.29994186758995056,0.6666666865348816,0.18828988075256348,0.0,0.0
refadv:67,refadv:67,the pump bottle with a white top and light green body,False,2,coco_val2017,True,11,unclassified,0.0,0.0,0.0,0.0037613892927765846,0.0,0.0,0.0,0.00039460579864680767,0.0,0.0,0.0,8.544460433768108e-05,0.0,0.0,0.0,4.361080937087536e-05,0.0,0.0
refadv:68,refadv:68,the bottle whose cap is not foil-wrapped and that is on the upper shelf,True,4,coco_val2017,True,15,logical,0.0,0.04066914692521095,0.3333333432674408,0.06001752242445946,0.0,0.07592397928237915,0.3333333432674408,0.0990023985505104,0.0,0.05946683883666992,0.3333333432674408,0.07833903282880783,0.0,0.03635304793715477,0.0,0.05912714824080467,0.0,0.0
refadv:69,refadv:69,the spinning chair that is closest to the wine bottle,False,2,coco_val2017,True,10,logical,0.0,0.30324122309684753,0.6666666865348816,0.3353281021118164,0.0,0.3785897195339203,0.6666666865348816,0.315428763628006,0.0,0.38078489899635315,0.0,0.2931920289993286,0.3333333432674408,0.45209458470344543,0.6666666865348816,0.38167181611061096,0.0,0.3333333432674408
refadv:70,refadv:70,the bottle on the sink whose cap is not blue or green,True,2,coco_val2017,True,12,logical,0.0,0.010775747708976269,0.0,0.013652447611093521,0.0,0.019431857392191887,0.3333333432674408,0.03322987258434296,0.0,0.003701994428411126,0.3333333432674408,0.012155760079622269,0.0,0.02132141776382923,0.0,0.037168994545936584,0.0,0.0
refadv:71,refadv:71,the bottle that is neither green nor has a blue cap,True,2,coco_val2017,True,11,logical,0.0,0.006642347667366266,0.0,0.02072419412434101,0.0,0.021616792306303978,0.0,0.02296069823205471,0.0,0.022228887304663658,0.0,0.02170267142355442,0.0,0.02357410080730915,0.0,0.023182475939393044,0.0,0.0
refadv:72,refadv:72,the chair facing the stove that is closer to the sink,False,5,coco_val2017,True,11,relational,0.0,0.17045444250106812,0.6666666865348816,0.18570703268051147,0.6666666865348816,0.5301482677459717,1.0,0.4627954959869385,0.3333333432674408,0.47683119773864746,1.0,0.4304784834384918,0.6666666865348816,0.5386521220207214,1.0,0.47223833203315735,0.3333333432674408,0.3333333432674408
refadv:73,refadv:73,a transparent spray bottle that is not completely empty,True,5,coco_val2017,True,9,logical,0.0,0.005602002143859863,0.0,0.008146574720740318,0.0,0.013997708447277546,0.0,0.008577913977205753,0.0,0.0,0.0,0.004574868828058243,0.0,0.007698740344494581,0.0,0.00714405020698905,0.0,0.0
refadv:74,refadv:74,the white ceramic bowl that is on the shelf of the left wall,False,3,coco_val2017,True,13,unclassified,0.0,0.0022380976006388664,0.0,0.0014909164747223258,0.0,0.002650035312399268,0.0,0.0018907826161012053,0.0,0.0018337360816076398,0.0,0.000971161003690213,0.0,0.000545090704690665,0.0,0.0014483513077721,0.0,0.0
refadv:75,refadv:75,the tall bottle that is closest to the stove,False,2,coco_val2017,True,9,logical,0.0,0.015529930591583252,0.0,0.013654996640980244,0.0,0.061793502420186996,0.0,0.04288525506854057,0.0,0.06049540266394615,0.0,0.0518031008541584,0.0,0.05632220581173897,0.3333333432674408,0.05101896449923515,0.0,0.0
refadv:76,refadv:76,the woman with her back to the other two,False,2,coco_val2017,True,9,logical,0.0,0.23472881317138672,1.0,0.2316904217004776,0.0,0.3409511148929596,1.0,0.3545069694519043,0.0,0.3442355692386627,1.0,0.3783017098903656,0.0,0.3409511148929596,1.0,0.382181316614151,0.0,0.0
refadv:77,refadv:77,the spoon inside the glass cup filled with water,False,2,coco_val2017,True,9,relational,0.0,0.050381194800138474,0.0,0.06233241781592369,0.0,0.11302796751260757,0.0,0.11506253480911255,0.0,0.12694375216960907,0.0,0.12655282020568848,0.0,0.1400161236524582,1.0,0.16220270097255707,0.0,0.0
refadv:78,refadv:78,the reflection in the mirror of a cup not containing a toothbrush,True,3,coco_val2017,True,12,logical,0.0,0.14982107281684875,0.0,0.1323249191045761,0.6666666865348816,0.5560296773910522,1.0,0.4588373899459839,1.0,0.5660037994384766,1.0,0.4090564548969269,1.0,0.5914518237113953,1.0,0.4500037133693695,-0.3333333134651184,0.0
refadv:79,refadv:79,the person who is neither facing the camera nor wearing a brown jacket,True,4,coco_val2017,True,13,logical,0.0,0.33086368441581726,0.0,0.21400140225887299,0.0,0.03744934871792793,0.0,0.1332845836877823,0.0,0.10356307029724121,0.0,0.17076168954372406,0.0,0.03428331017494202,0.0,0.10022791475057602,0.0,0.0
refadv:80,refadv:80,a white plastic bottle without a label,True,5,coco_val2017,True,7,logical,0.0,0.036086272448301315,1.0,0.07420942187309265,0.0,0.02660159207880497,0.0,0.04987573251128197,0.0,0.008261888287961483,0.0,0.02223597653210163,0.0,0.03372487798333168,0.3333333432674408,0.06899672746658325,0.0,0.0
refadv:81,refadv:81,the bowl on the refrigerator with at least two fridge magnets,False,6,coco_val2017,True,11,logical,0.0,0.0,0.0,0.0038029178977012634,0.0,0.0,0.0,0.0009142155759036541,0.0,0.0,0.0,0.0015709083527326584,0.0,0.0,0.0,0.0013845948269590735,0.0,0.0
refadv:82,refadv:82,person wearing shorts with glass on,False,5,coco_val2017,True,6,direct,0.0,0.09694593399763107,0.0,0.11051817983388901,0.0,0.20785439014434814,0.6666666865348816,0.23183266818523407,0.0,0.19409358501434326,0.3333333432674408,0.22127731144428253,0.0,0.20905208587646484,0.3333333432674408,0.2552337646484375,0.0,0.0
refadv:83,refadv:83,a bowl on the left metal open cabinet that is not stacked,True,4,coco_val2017,True,12,logical,0.0,0.001965573988854885,0.0,0.003757273079827428,0.0,0.0,0.0,0.0001992931356653571,0.0,0.0,0.0,1.2422839063219726e-05,0.0,0.0,0.0,0.00010366312199039385,0.0,0.0
