id,image_id,expression,finecops_level,finecops_tuple_type,A4_acc_iou_0.5,A4_iou,A4_pointing,A4_target_mass,S4_acc_iou_0.5,S4_iou,S4_pointing,S4_target_mass,A8_acc_iou_0.5,A8_iou,A8_pointing,A8_target_mass,A4_minus_S4,A8_minus_S4
finecops:test:8009,70,The lady situated to the left of the newspaper.,2,1_hop,0.0,0.3650345802307129,0.6666666865348816,0.4080716073513031,0.3333333432674408,0.44879016280174255,1.0,0.488942414522171,0.0,0.38780704140663147,1.0,0.38267603516578674,-0.3333333432674408,-0.3333333432674408
finecops:test:8010,70,"The woman situated to the left of the man, who himself is also to the left of the newspaper.",3,2_hop,0.3333333432674408,0.4772197902202606,1.0,0.49837371706962585,0.3333333432674408,0.4335995614528656,1.0,0.5078279376029968,0.0,0.4006401002407074,1.0,0.4572533369064331,0.0,-0.3333333432674408
finecops:test:10401,90,The bicycle with the same color as the couch.,1,same_attr,0.0,0.2871919572353363,1.0,0.34188389778137207,0.0,0.25966915488243103,1.0,0.31747767329216003,0.0,0.3427635133266449,1.0,0.394299179315567,0.0,0.0
finecops:test:10402,90,The bicycle mirroring the TV in terms of hue.,1,same_attr,0.0,0.23221264779567719,0.6666666865348816,0.2536682188510895,0.0,0.31169915199279785,1.0,0.34806084632873535,0.0,0.301631897687912,1.0,0.35160455107688904,0.0,0.0
finecops:test:10403,90,The bicycle displays the same color as the rug.,1,same_attr,0.0,0.26996004581451416,1.0,0.29763901233673096,0.0,0.23108357191085815,1.0,0.28046271204948425,0.0,0.29142704606056213,1.0,0.3426419198513031,0.0,0.0
finecops:test:11578,90,The bicycle which is the same color as the couch towards the left of the black TV.,1,same_attr_two_hop,0.0,0.26766136288642883,1.0,0.32348713278770447,0.0,0.23537635803222656,1.0,0.2877712547779083,0.0,0.26766136288642883,1.0,0.33421289920806885,0.0,0.0
finecops:test:5013,167,The chair that is blue.,2,0_hop,0.0,0.015417714603245258,0.0,0.03431751951575279,0.0,0.006897484418004751,0.0,0.02709709107875824,0.0,0.005612255539745092,0.0,0.02250795066356659,0.0,0.0
finecops:test:5014,167,"The chair that is beside the brown shelves that is to the right of the crouched, happy, smiling and sitting woman.",2,2_hop,0.0,0.04065337032079697,0.0,0.03974489867687225,0.0,0.051173701882362366,0.0,0.04921656847000122,0.0,0.03584335744380951,0.0,0.04193316400051117,0.0,0.0
finecops:test:5015,167,The chair adjacent to the brown shelves.,2,1_hop,0.0,0.0052972775883972645,0.0,0.021077046170830727,0.0,0.005106545053422451,0.0,0.012068809010088444,0.0,0.0054589225910604,0.0,0.015284516848623753,0.0,0.0
finecops:test:5016,167,"The contentedly seated woman, sporting a smile, placed to the left of the blue chair neighboring the brown shelves.",1,2_hop,1.0,0.585243284702301,1.0,0.6792790293693542,1.0,0.6383286118507385,1.0,0.6969797611236572,0.6666666865348816,0.40111681818962097,0.6666666865348816,0.45183444023132324,0.0,-0.3333333134651184
finecops:test:13876,167,The chair of maroon color.,2,0_hop,0.0,0.0,0.0,0.015271082520484924,0.0,0.0,0.0,0.015141074545681477,0.0,0.0,0.0,0.012225735001266003,0.0,0.0
finecops:test:86,174,Wood makes up this table.,1,0_hop,0.0,0.020036928355693817,0.0,0.02533421479165554,0.0,0.021919013932347298,0.0,0.027981115505099297,0.0,0.042279768735170364,0.0,0.033908531069755554,0.0,0.0
finecops:test:10749,174,The table sharing the same materials with the headboard.,1,same_attr,0.0,0.014943689107894897,0.0,0.027623914182186127,0.0,0.015074563212692738,0.0,0.0309652891010046,0.0,0.03308955952525139,0.0,0.03688371181488037,0.0,0.0
finecops:test:10750,174,The table sharing the same materials with the bed.,1,same_attr,0.0,0.021621311083436012,0.0,0.030352266505360603,0.0,0.021159948781132698,0.0,0.03246873617172241,0.0,0.03965311124920845,0.0,0.03899393603205681,0.0,0.0
finecops:test:449,214,The iron and black gate.,1,0_hop,0.0,0.09616678953170776,0.3333333432674408,0.16643165051937103,0.0,0.12047635763883591,0.3333333432674408,0.2019297033548355,0.0,0.14513613283634186,0.3333333432674408,0.11820331960916519,0.0,0.0
finecops:test:12186,214,The brick building located to the right of the black frame encasing the lamp.,2,2_hop,0.6666666865348816,0.48228922486305237,1.0,0.9144287109375,0.6666666865348816,0.5076274275779724,1.0,0.9008486270904541,1.0,0.5738611221313477,1.0,0.9343734383583069,0.0,0.3333333134651184
finecops:test:12188,214,"To the left of the black frame that houses the lamp, you'll find the brick building.",2,2_hop,0.0,0.1726740151643753,0.0,0.13423776626586914,0.0,0.06613417714834213,0.0,0.09363448619842529,0.0,0.10451987385749817,0.0,0.13919782638549805,0.0,0.0
finecops:test:11893,221,The lawn with the same color as the tree that is to the left of the house.,1,same_attr_two_hop,0.0,0.07206796109676361,0.0,0.0684305727481842,0.0,0.07409197092056274,0.0,0.08310183137655258,0.0,0.07053539901971817,0.0,0.08205372840166092,0.0,0.0
finecops:test:5594,268,The tower appears to the left of the gray office chair and another chair.,2,and,0.0,0.0373997837305069,0.0,0.02731325477361679,0.0,0.015352766029536724,0.0,0.022650793194770813,0.0,0.004919581580907106,0.0,0.017126673832535744,0.0,0.0
finecops:test:5595,268,"The tower located to the left of the desk, which in turn is positioned to the left of the gray office chair.",3,2_hop,0.0,0.01939125917851925,0.0,0.030554786324501038,0.0,0.04264073073863983,0.0,0.03770322725176811,0.0,0.03196312487125397,0.0,0.03591902181506157,0.0,0.0
finecops:test:14003,268,The tower that is white in color.,2,0_hop,0.6666666865348816,0.5358495116233826,1.0,0.5412556529045105,0.3333333432674408,0.47199568152427673,1.0,0.48048877716064453,1.0,0.5959262847900391,1.0,0.5619311928749084,0.3333333432674408,0.6666666269302368
finecops:test:14004,268,"The tower situated to the right of the black tower, which is itself to the right of the gray office chair.",2,2_hop,0.3333333432674408,0.47932347655296326,0.6666666865348816,0.4163242280483246,0.0,0.4456215798854828,1.0,0.4412466585636139,0.6666666865348816,0.547839879989624,1.0,0.5084799528121948,0.3333333432674408,0.6666666865348816
finecops:test:14005,268,The tower is located to the right of the chair and the gray office chair.,2,and,1.0,0.5909644961357117,1.0,0.5107699036598206,1.0,0.6324071288108826,1.0,0.5195289254188538,0.6666666865348816,0.5338258147239685,0.6666666865348816,0.5152890086174011,0.0,-0.3333333134651184
finecops:test:14006,268,"The tower situated to the right of the desk, which in turn is positioned to the left of the gray office chair.",3,2_hop,0.0,0.034175656735897064,0.0,0.07144001126289368,0.3333333432674408,0.36056509613990784,0.6666666865348816,0.31045812368392944,0.0,0.18451349437236786,0.3333333432674408,0.19850380718708038,-0.3333333432674408,-0.3333333432674408
finecops:test:7303,314,White four-wheeled vehicle.,2,0_hop,0.0,0.0,0.0,0.02157423458993435,0.0,0.0,0.0,0.02970624528825283,0.0,0.0,0.0,0.021870264783501625,0.0,0.0
finecops:test:7305,314,The vehicle positioned to the left of the bare tree.,2,1_hop,0.3333333432674408,0.4737999737262726,1.0,0.4687415361404419,0.0,0.32419177889823914,1.0,0.37719571590423584,0.3333333432674408,0.38496437668800354,1.0,0.42941394448280334,0.3333333432674408,0.3333333432674408
finecops:test:7307,314,"To the right of the leafless tree, which itself is to the right of the white car, stands another car.",2,2_hop,0.6666666865348816,0.6548492908477783,1.0,0.5848320126533508,0.0,0.358094722032547,1.0,0.42154183983802795,1.0,0.7443356513977051,1.0,0.6497325301170349,0.6666666865348816,1.0
finecops:test:7308,314,The automobile found to the right of the leafless tree.,2,1_hop,1.0,0.7468138337135315,1.0,0.6593382954597473,1.0,0.6880611777305603,1.0,0.6422895789146423,1.0,0.6293084621429443,1.0,0.6268664598464966,0.0,0.0
finecops:test:7427,339,The lady taking a stroll.,1,0_hop,0.0,0.46723318099975586,1.0,0.5084001421928406,0.6666666865348816,0.5350767970085144,1.0,0.5446704626083374,0.3333333432674408,0.49789878726005554,1.0,0.5262995362281799,-0.6666666865348816,-0.3333333432674408
finecops:test:7428,339,Found next to the woman casually sauntering past the edge of the street is a man making his way alongside her.,2,2_hop,0.0,0.4781379997730255,0.0,0.3470288813114166,0.0,0.41110244393348694,0.0,0.3208182156085968,0.0,0.4781379997730255,0.0,0.3292452096939087,0.0,0.0
finecops:test:7429,339,The guy accompanying the walking woman.,2,1_hop,0.0,0.4781379997730255,1.0,0.42831647396087646,0.0,0.4714258909225464,0.0,0.36458709836006165,0.0,0.4781379997730255,0.3333333432674408,0.3918129503726959,0.0,0.0
finecops:test:9327,362,The lady stands conspicuously on the street situated to the left of the shrubbery.,1,2_hop,1.0,0.6747300028800964,1.0,0.5590512156486511,1.0,0.7144200205802917,1.0,0.5830203890800476,1.0,0.6747300028800964,1.0,0.5774186253547668,0.0,0.0
finecops:test:9328,362,"Above both the street and the white crosswalk, there is a woman present.",1,and,0.0,0.06874110549688339,0.0,0.13172900676727295,0.0,0.0,0.0,0.03562168404459953,0.0,0.04251131787896156,0.0,0.1089150533080101,0.0,0.0
finecops:test:9329,362,The silver-gray van over there.,1,0_hop,0.3333333432674408,0.29824891686439514,0.6666666865348816,0.2857312262058258,0.0,0.15395314991474152,0.0,0.1862030029296875,0.0,0.12488313764333725,0.3333333432674408,0.14475038647651672,0.3333333432674408,0.0
finecops:test:9330,362,"On the street, there is a gray van.",1,1_hop,0.0,0.05618409439921379,0.0,0.06018063426017761,0.0,0.0,0.0,0.019768955186009407,0.0,0.0,0.0,0.013488661497831345,0.0,0.0
finecops:test:10675,362,The van that has the same color with the pole.,1,same_attr,0.3333333432674408,0.25200894474983215,0.6666666865348816,0.2902418076992035,0.0,0.093622587621212,0.3333333432674408,0.1540401726961136,0.0,0.27776700258255005,1.0,0.3747977018356323,0.3333333432674408,0.0
finecops:test:10676,362,The van with an identical color to the house.,1,same_attr,0.0,0.18137700855731964,1.0,0.30079448223114014,0.0,0.21301178634166718,1.0,0.3187781274318695,0.0,0.25560462474823,1.0,0.3647885322570801,0.0,0.0
finecops:test:1177,370,"The closed, open, and white blinds can be found next to the green plant on their left and the bookshelf on their right.",1,and,0.0,0.0,0.0,0.015250825323164463,0.0,0.0,0.0,0.019271178171038628,0.0,0.0,0.0,0.01385498046875,0.0,0.0
finecops:test:1178,370,Unoccupied chair.,1,0_hop,1.0,0.7281928062438965,1.0,0.707214891910553,1.0,0.7002625465393066,1.0,0.6973266005516052,1.0,0.7281928062438965,1.0,0.7065555453300476,0.0,0.0
finecops:test:1179,370,"Front and center, facing a desk elevated higher than a single monitor, sits the vacant chair awaiting occupation.",1,2_hop,0.3333333432674408,0.3863624036312103,0.6666666865348816,0.41868898272514343,0.0,0.27249735593795776,0.6666666865348816,0.35312768816947937,0.3333333432674408,0.24144570529460907,0.3333333432674408,0.30334019660949707,0.3333333432674408,0.3333333432674408
finecops:test:1180,370,Above the monitor and behind an empty chair rests the desk.,1,and,0.0,0.10653763264417648,0.3333333432674408,0.15363217890262604,0.0,0.017012890428304672,0.0,0.05564577504992485,0.0,0.051213789731264114,0.0,0.10884401202201843,0.0,0.0
finecops:test:11810,370,The blinds displaying the same color as the box residing to the right of the chair.,1,same_attr_two_hop,0.0,0.0,0.0,0.014204981736838818,0.0,0.0,0.0,0.011191335506737232,0.0,0.0,0.0,0.01238397415727377,0.0,0.0
finecops:test:481,393,Situated to the left of the gold elephant is the woman relaxing on the couch.,2,2_hop,0.0,0.3123551905155182,1.0,0.32784950733184814,0.0,0.34328189492225647,1.0,0.2857573330402374,0.0,0.3799022436141968,1.0,0.35018643736839294,0.0,0.0
finecops:test:482,393,The individual seated on the couch is a woman.,2,1_hop,0.0,0.38637328147888184,1.0,0.39802446961402893,0.0,0.41901078820228577,1.0,0.39697015285491943,0.0,0.41901078820228577,1.0,0.3845409154891968,0.0,0.0
finecops:test:483,393,"To the right of the painting, which itself is to the left of the impressive crystal and gold chandelier, stands the woman.",3,2_hop,0.0,0.04352905973792076,0.0,0.05109099671244621,0.0,0.20310014486312866,0.0,0.16857163608074188,0.0,0.2596462070941925,0.3333333432674408,0.2645561993122101,0.0,0.0
finecops:test:5090,414,"Occupying the beige sofa, the woman is stationed directly in front of the tan pillow.",1,and,1.0,0.5941901803016663,0.6666666865348816,0.8093779683113098,1.0,0.6323688626289368,1.0,0.8119416236877441,1.0,0.555375337600708,0.6666666865348816,0.8074952960014343,0.0,0.0
finecops:test:1261,415,Following the direction indicated by the sequence—woman then menu—the observer will find the table resting comfortably to their right.,2,2_hop,0.0,0.02971656806766987,0.0,0.05252271890640259,0.0,0.004284273367375135,0.0,0.02734912373125553,0.0,0.011640789918601513,0.0,0.039533939212560654,0.0,0.0
finecops:test:7862,438,The marigold four-wheeler.,2,0_hop,0.0,0.0,0.0,0.042378079146146774,0.0,0.0,0.0,0.007009775843471289,0.0,0.0,0.0,0.028685709461569786,0.0,0.0
finecops:test:7863,438,To the right of the tree trunk close to the parking meter lies the parked car.,2,2_hop,0.0,0.18742071092128754,0.6666666865348816,0.2031654566526413,0.0,0.17208169400691986,0.6666666865348816,0.1489054560661316,0.0,0.17484883964061737,0.6666666865348816,0.1902017742395401,0.0,0.0
finecops:test:6825,515,Table constructed using brown wood.,1,0_hop,0.0,0.007611621171236038,0.0,0.03916625306010246,0.0,0.030399026349186897,0.0,0.04870018735527992,0.0,0.06366725265979767,0.0,0.05131252110004425,0.0,0.0
finecops:test:10888,523,The toilet featuring the same color as the bathtub.,1,same_attr,1.0,0.6137405037879944,1.0,0.8402071595191956,1.0,0.6058223843574524,1.0,0.84937983751297,1.0,0.5485026240348816,1.0,0.8519225716590881,0.0,0.0
finecops:test:10889,523,The toilet that matches the color of the sink.,1,same_attr,0.6666666865348816,0.5319044589996338,1.0,0.8494913578033447,0.6666666865348816,0.5319044589996338,1.0,0.8541399836540222,0.3333333432674408,0.5075809359550476,1.0,0.8633702397346497,0.0,-0.3333333432674408
finecops:test:10890,523,"The toilet, sharing the same color as the toilet seat.",1,same_attr,1.0,0.564876139163971,1.0,0.8498006463050842,1.0,0.5485026240348816,1.0,0.8545193672180176,1.0,0.5323824286460876,1.0,0.8578324317932129,0.0,0.0
finecops:test:4966,575,"Leftward from the black lamp suspended overhead and covering the table, there lies the black chair.",1,2_hop,0.0,0.09169319272041321,0.0,0.0872570052742958,0.0,0.0,0.0,0.024599364027380943,0.0,0.0,0.0,0.020774653181433678,0.0,0.0
finecops:test:10113,575,The chair shares a color similar to the monitor.,1,same_attr,0.3333333432674408,0.23459146916866302,0.3333333432674408,0.3313908874988556,0.6666666865348816,0.47339001297950745,0.6666666865348816,0.5871601700782776,0.3333333432674408,0.23459146916866302,0.3333333432674408,0.350595086812973,-0.3333333432674408,-0.3333333432674408
finecops:test:10114,575,The chair with the same color as the pole.,1,same_attr,0.6666666865348816,0.44448140263557434,0.6666666865348816,0.5705497860908508,0.6666666865348816,0.5590289235115051,1.0,0.7387983798980713,0.0,0.21579569578170776,0.6666666865348816,0.39267054200172424,0.0,-0.6666666865348816
finecops:test:10115,575,The chair sharing the same color as the cabinet.,1,same_attr,0.6666666865348816,0.4925813674926758,0.6666666865348816,0.5852442383766174,1.0,0.7739697098731995,1.0,0.7992498874664307,1.0,0.6637940406799316,1.0,0.7663269639015198,-0.3333333134651184,0.0
finecops:test:10116,575,The chair has a coloration akin to that of the lamp.,1,same_attr,0.6666666865348816,0.4906242787837982,0.6666666865348816,0.5921440124511719,1.0,0.7258697152137756,1.0,0.7908303737640381,0.6666666865348816,0.5345402956008911,1.0,0.6406658291816711,-0.3333333134651184,-0.3333333134651184
finecops:test:10117,575,The chair sharing the same color with the cord.,1,same_attr,0.6666666865348816,0.5487478375434875,0.6666666865348816,0.6511499881744385,1.0,0.7403174042701721,1.0,0.7821618914604187,1.0,0.6973419785499573,1.0,0.7774516940116882,-0.3333333134651184,0.0
finecops:test:836,599,Tree stripped of foliage during wintertime.,1,0_hop,0.0,0.016949521377682686,0.0,0.03518262505531311,0.0,0.030485332012176514,0.0,0.06399967521429062,0.0,0.02290290594100952,0.0,0.05693249776959419,0.0,0.0
finecops:test:9853,714,"Found to the left of the white, painted, and square building along with the fence is the car.",2,and,1.0,0.8271697163581848,1.0,0.6638725399971008,1.0,0.8309052586555481,1.0,0.6858345866203308,0.6666666865348816,0.6670019030570984,0.6666666865348816,0.5804465413093567,0.0,-0.3333333134651184
finecops:test:6630,715,"The dock adjacent to the extensive, stationary, blue boat found floating atop the expanse of dirtied, tranquil brown waters.",2,2_hop,0.0,0.17612554132938385,0.0,0.19915194809436798,0.0,0.20851314067840576,0.0,0.20949052274227142,0.0,0.05269474908709526,0.0,0.11122763901948929,0.0,0.0
finecops:test:6633,715,To the left of the expansive and azure boat is the dock.,2,1_hop,0.0,0.0,0.0,0.03294336050748825,0.0,0.0,0.0,0.03309351205825806,0.0,0.0,0.0,0.026378914713859558,0.0,0.0
finecops:test:7629,737,The stationary and moving silver vehicle.,1,0_hop,0.0,0.0,0.0,0.023305879905819893,0.0,0.0,0.0,0.01077277585864067,0.0,0.0,0.0,0.01573977805674076,0.0,0.0
finecops:test:534,859,"The tree situated to the right of the bushes, themselves placed to the right of the white building.",3,2_hop,0.0,0.38637104630470276,1.0,0.6206164956092834,0.0,0.3888549506664276,1.0,0.6024613380432129,0.0,0.39568424224853516,1.0,0.6326496601104736,0.0,0.0
finecops:test:796,955,The white cat occupies the red chair.,1,1_hop,0.3333333432674408,0.46339914202690125,1.0,0.5222635269165039,1.0,0.6151580810546875,1.0,0.6625269055366516,0.6666666865348816,0.5376922488212585,1.0,0.548656165599823,-0.6666666269302368,-0.3333333134651184
finecops:test:8380,988,"At the edge of the deck overlooking the ocean, one discovers a man.",1,and,0.0,0.0,0.0,0.0234178826212883,0.0,0.004941941704601049,0.0,0.03446802869439125,0.0,0.004629629664123058,0.0,0.03351356461644173,0.0,0.0
finecops:test:5927,1066,Desk combining elements of metal and wood.,1,0_hop,0.0,0.09152651578187943,0.0,0.09520792961120605,0.0,0.08846399933099747,0.0,0.0962228775024414,0.0,0.07124372571706772,0.0,0.08597179502248764,0.0,0.0
finecops:test:5928,1066,"The metal and wood desk lies to the right of the pillow, which sits atop the diminutive bed.",1,2_hop,0.0,0.098290354013443,0.0,0.10578548163175583,0.0,0.07578060775995255,0.0,0.08223357051610947,0.0,0.09917688369750977,0.0,0.11396783590316772,0.0,0.0
finecops:test:4164,1069,The bench situated to the lady's left who sits comfortably at the table.,2,2_hop,0.6666666865348816,0.5291444063186646,1.0,0.5593224763870239,1.0,0.5257617831230164,1.0,0.5950146317481995,0.6666666865348816,0.4858124256134033,1.0,0.5828206539154053,-0.3333333134651184,-0.3333333134651184
finecops:test:1901,1074,The black door.,1,0_hop,0.0,0.0,0.0,0.007652172353118658,0.0,0.0,0.0,0.005824820604175329,0.0,0.0,0.0,0.006137672811746597,0.0,0.0
finecops:test:3109,1082,The joyful lady wearing a smile.,1,0_hop,0.0,0.07415539771318436,0.0,0.052493344992399216,0.0,0.00713507691398263,0.0,0.02144649066030979,0.0,0.0,0.0,0.02559518627822399,0.0,0.0
finecops:test:3110,1082,Close by the blond and young girl and the tall and standing man is a joyful and beaming woman.,1,and,0.0,0.16863751411437988,0.0,0.16439491510391235,0.0,0.1940935105085373,0.3333333432674408,0.17522995173931122,0.0,0.17422091960906982,0.0,0.17476356029510498,0.0,0.0
finecops:test:3111,1082,The basket possessing a brown shade.,1,0_hop,1.0,0.7299292683601379,1.0,0.8502935767173767,1.0,0.7299292683601379,1.0,0.8393309712409973,1.0,0.7299292683601379,1.0,0.8444400429725647,0.0,0.0
finecops:test:11238,1082,The basket with a color identical to the bag.,1,same_attr,1.0,0.7299292683601379,1.0,0.8464385867118835,1.0,0.7055982947349548,1.0,0.8436629772186279,1.0,0.7299292683601379,1.0,0.8446130752563477,0.0,0.0
finecops:test:743,1095,The yellow counter that is to the right of the man that is to the left of the tree.,1,2_hop,0.3333333432674408,0.3171360492706299,0.3333333432674408,0.27871131896972656,0.3333333432674408,0.47413429617881775,0.6666666865348816,0.40704166889190674,0.0,0.19977478682994843,0.0,0.19300566613674164,0.0,-0.3333333432674408
finecops:test:13828,1110,Positioned left of the black monitor is the computer.,2,1_hop,0.0,0.22500000894069672,0.0,0.1866815835237503,0.0,0.27214285731315613,0.0,0.18634404242038727,0.0,0.24750001728534698,0.0,0.19558344781398773,0.0,0.0
finecops:test:3233,1167,Chair having a brown hue.,1,0_hop,0.0,0.0,0.0,0.009669307619333267,0.0,0.0,0.0,0.010547482408583164,0.0,0.014201357960700989,0.0,0.016213901340961456,0.0,0.0
finecops:test:5492,1244,The clear and translucent piece of glass.,1,0_hop,0.0,0.2871207594871521,1.0,0.9862039685249329,0.0,0.2542286813259125,1.0,0.9851469993591309,0.0,0.26930418610572815,1.0,0.9843680262565613,0.0,0.0
finecops:test:360,1285,Located to the right of the tools is this metallic shelf.,2,1_hop,0.0,0.1361093372106552,0.0,0.10295909643173218,0.0,0.19548626244068146,0.0,0.10343868285417557,0.0,0.20044662058353424,0.0,0.0930517315864563,0.0,0.0
finecops:test:361,1285,The toolbox that has a red hue.,2,0_hop,0.0,0.35539165139198303,1.0,0.4113799035549164,0.0,0.3665827512741089,1.0,0.41768679022789,0.0,0.3798816502094269,1.0,0.4183105230331421,0.0,0.0
finecops:test:12156,1285,A blue-colored toolbox.,2,0_hop,0.0,0.008766619488596916,0.0,0.011852271854877472,0.0,0.009760729968547821,0.0,0.01608547382056713,0.0,0.011369109153747559,0.0,0.011492498219013214,0.0,0.0
finecops:test:10022,1294,The sheep located close to a tree positioned to the right of another white tree.,3,2_hop,1.0,0.6037576198577881,1.0,0.5453333258628845,1.0,0.6346619129180908,1.0,0.5685890316963196,1.0,0.6346619129180908,1.0,0.5595909357070923,0.0,0.0
finecops:test:10023,1294,Close to the verdant tree lies a sheep.,3,1_hop,0.0,0.2503241002559662,1.0,0.3589123487472534,0.0,0.08489852398633957,0.3333333432674408,0.12444623559713364,0.0,0.11973478645086288,0.6666666865348816,0.17124591767787933,0.0,0.0
finecops:test:4414,1331,The construction is set back behind the fountain.,1,1_hop,0.6666666865348816,0.553110659122467,1.0,0.7327257990837097,1.0,0.711925208568573,1.0,0.7269096970558167,0.6666666865348816,0.604489803314209,1.0,0.6970815658569336,-0.3333333134651184,-0.3333333134651184
finecops:test:3125,1339,Plate boasting a deep obsidian sheen.,1,0_hop,0.3333333432674408,0.44511833786964417,1.0,0.8231430053710938,0.3333333432674408,0.49868252873420715,0.6666666865348816,0.7124342918395996,0.3333333432674408,0.49709853529930115,1.0,0.8489570021629333,0.0,0.0
finecops:test:3126,1339,The black plate that is near the glass that is of the liquid.,1,2_hop,1.0,0.7314040660858154,1.0,0.5617005228996277,0.6666666865348816,0.6656241416931152,1.0,0.5295976400375366,1.0,0.6310444474220276,0.3333333432674408,0.36274683475494385,0.3333333134651184,0.3333333134651184
finecops:test:3127,1339,The utensil placed at the right side of the rice upon the black plate.,2,2_hop,0.0,0.31971845030784607,0.6666666865348816,0.35775336623191833,0.0,0.2795405685901642,0.6666666865348816,0.35019978880882263,0.0,0.30594393610954285,0.6666666865348816,0.34366703033447266,0.0,0.0
finecops:test:3128,1339,Located to the right of the rice and meat is an individual dining tool.,2,and,0.0,0.0,0.0,0.03612050041556358,0.0,0.0,0.0,0.033874426037073135,0.0,0.0,0.0,0.037167493253946304,0.0,0.0
